"statementText","ProlificID","click_rating","share_rating","agreement_rating","Educational.Level","DemRep_C_num","Ideology_econ_num","Ideology_soc_num","ideology","income_num","gender","Household","AttentionCheck2","top25pre","bottom25pre","lower25pre","upper25pre","top25post","bottom25post","lower25post","upper25post","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","item_nr","condition"
"Black Americans Face a Critical Choice in the 2024 Election","66e6e00d42f8b0c2ef2ed06a",6,3,6,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,31,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","66e6e00d42f8b0c2ef2ed06a",2,2,1,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,15,"flipped"
"Is the US Really the Most Unequal Major Country?","66e6e00d42f8b0c2ef2ed06a",6,3,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,23,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","66e6e00d42f8b0c2ef2ed06a",7,4,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,3,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","66e6e00d42f8b0c2ef2ed06a",2,2,1,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,65,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","66e6e00d42f8b0c2ef2ed06a",6,2,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,1,"Male",1,"Not at all interested,Extremely interested",61,4,7,28,79,6,7,8,7,7,6,7,7,3,76,"flipped"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","6762046f01811a5a3054e737",6,5,6,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,103,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","6762046f01811a5a3054e737",6,7,6,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,76,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","6762046f01811a5a3054e737",7,5,5,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,44,"original"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","6762046f01811a5a3054e737",2,5,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,15,"original"
"The Paradox Of Progress For Black Americans","6762046f01811a5a3054e737",6,2,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,34,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","6762046f01811a5a3054e737",4,4,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,65,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","6762046f01811a5a3054e737",4,3,2,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,50,"original"
"Can Low Interest Rates Drive Inequality?","6762046f01811a5a3054e737",3,4,6,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,26,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","6762046f01811a5a3054e737",5,7,7,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,1,"original"
"2024: A Defining Election For Black Rights And Economic Equality","6762046f01811a5a3054e737",1,1,2,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,31,"original"
"Is the US Really the Most Unequal Major Country?","6762046f01811a5a3054e737",3,6,5,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,23,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","6762046f01811a5a3054e737",6,6,6,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,95,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","6762046f01811a5a3054e737",6,5,2,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,36,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","6762046f01811a5a3054e737",2,6,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,16,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","6762046f01811a5a3054e737",3,5,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,70,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","6762046f01811a5a3054e737",5,5,3,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,2,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","6762046f01811a5a3054e737",2,5,7,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,5,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","6762046f01811a5a3054e737",3,2,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,92,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","6762046f01811a5a3054e737",4,3,6,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,3,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","6762046f01811a5a3054e737",6,6,4,"Master's degree",1,2,2,2,4,"Male",2,"Very interested",11,40,20,29,20,40,20,20,2,3,4,4,3,6,21,"flipped"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","639dd20ab47fd76a4fd9c2c0",3,2,7,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,16,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","639dd20ab47fd76a4fd9c2c0",3,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,95,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","639dd20ab47fd76a4fd9c2c0",1,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,103,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","639dd20ab47fd76a4fd9c2c0",4,1,3,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,92,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","639dd20ab47fd76a4fd9c2c0",3,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,36,"original"
"2024: A Defining Election For Black Rights And Economic Equality","639dd20ab47fd76a4fd9c2c0",3,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,31,"original"
"The Paradox Of Progress For Black Americans","639dd20ab47fd76a4fd9c2c0",3,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,34,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,76,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,2,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","639dd20ab47fd76a4fd9c2c0",1,1,2,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,44,"original"
"Is the US Really the Most Unequal Major Country?","639dd20ab47fd76a4fd9c2c0",3,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,23,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,21,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,3,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,50,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","639dd20ab47fd76a4fd9c2c0",3,1,3,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,5,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","639dd20ab47fd76a4fd9c2c0",2,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,26,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,1,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","639dd20ab47fd76a4fd9c2c0",4,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,65,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","639dd20ab47fd76a4fd9c2c0",2,1,3,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,15,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","639dd20ab47fd76a4fd9c2c0",2,1,4,"Some college but no degree",1,1,1,1,3,"Female",3,"Not at all interested,Extremely interested",27,18,30,25,30,25,20,25,7,7,7,7,7,7,70,"flipped"
"The Paradox Of Progress For Black Americans","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,34,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,95,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,16,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,1,"original"
"Can Low Interest Rates Drive Inequality?","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,26,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,21,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,65,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","5fefefa4c9707d3516361c9c",1,1,3,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,36,"original"
"Voter turnout in metro Atlanta differs by region, race and income","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,70,"original"
"Bernie Sanders 2020: Is US inequality the highest?","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,23,"original"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","5fefefa4c9707d3516361c9c",1,1,2,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,5,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","5fefefa4c9707d3516361c9c",1,1,2,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,15,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,44,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","5fefefa4c9707d3516361c9c",1,1,2,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,76,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","5fefefa4c9707d3516361c9c",1,1,3,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,2,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,50,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,31,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,3,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","5fefefa4c9707d3516361c9c",1,1,1,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,92,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","5fefefa4c9707d3516361c9c",1,1,3,"High school graduate (high school diploma or equivalent including GED)",2,1,1,1,NA,"Female",2,"Not at all interested,Extremely interested",0,36,29,35,5,24,40,31,1,1,7,1,1,7,103,"flipped"
"The Race Gap: How U.S. systemic racism plays out in Black lives","659b7c5ec0267a15dd6327f6",5,1,5,"High school graduate (high school diploma or equivalent including GED)",1,0,0,0,3,"Female",3,"Not at all interested,Extremely interested",5,75,15,5,5,75,15,5,6,4,4,5,4,4,50,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","659b7c5ec0267a15dd6327f6",4,1,4,"High school graduate (high school diploma or equivalent including GED)",1,0,0,0,3,"Female",3,"Not at all interested,Extremely interested",5,75,15,5,5,75,15,5,6,4,4,5,4,4,95,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","659b7c5ec0267a15dd6327f6",5,1,5,"High school graduate (high school diploma or equivalent including GED)",1,0,0,0,3,"Female",3,"Not at all interested,Extremely interested",5,75,15,5,5,75,15,5,6,4,4,5,4,4,16,"original"
"2024: A Defining Election For Black Rights And Economic Equality","659b7c5ec0267a15dd6327f6",4,1,4,"High school graduate (high school diploma or equivalent including GED)",1,0,0,0,3,"Female",3,"Not at all interested,Extremely interested",5,75,15,5,5,75,15,5,6,4,4,5,4,4,31,"original"
"Voter turnout in metro Atlanta differs by region, race and income","659b7c5ec0267a15dd6327f6",4,1,4,"High school graduate (high school diploma or equivalent including GED)",1,0,0,0,3,"Female",3,"Not at all interested,Extremely interested",5,75,15,5,5,75,15,5,6,4,4,5,4,4,70,"original"
